action_type,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_zone_area,game_date,opponent,shot_id
Jump Shot,33.7743,11,270,-118.2588,5,2,0,2000-01,49,27,,Center(C),2001-01-07,LAC,20036
Jump Shot,34.0393,-94,5,-118.3638,1,1,0,1997-98,45,9,,Left Side(L),1998-02-25,IND,30
Jump Shot,33.9933,167,51,-118.1028,0,4,0,2001-02,40,17,0.0,Right Side(R),2002-02-26,MIL,8648
Jump Shot,33.9973,43,47,-118.2268,6,4,1,2008-09,36,6,0.0,Center(C),2009-05-08,HOU,27261
Jump Shot,33.9513,-12,93,-118.2818,9,2,1,1999-00,11,9,1.0,Center(C),2000-05-05,SAC,4279
Jump Shot,34.0143,136,30,-118.1338,9,3,0,2000-01,6,13,0.0,Right Side(R),2000-12-21,HOU,28613
Jump Shot,33.8413,144,203,-118.1258,3,4,0,2009-10,25,24,,Right Side Center(RC),2010-03-29,NOH,16542
Jump Shot,33.8763,91,168,-118.1788,11,3,0,2008-09,46,19,1.0,Right Side Center(RC),2008-11-25,NJN,3363
Jump Shot,33.8323,-174,212,-118.4438,1,3,0,2006-07,19,27,0.0,Left Side Center(LC),2007-03-16,POR,25398
Jump Shot,33.8863,74,158,-118.1958,7,3,0,2006-07,47,17,0.0,Right Side Center(RC),2007-01-07,DAL,13376
Running Jump Shot,33.9603,-94,84,-118.3638,0,1,0,2006-07,24,12,1.0,Left Side(L),2006-11-24,UTA,6033
Layup Shot,34.0373,22,7,-118.2478,3,4,0,2015-16,54,2,0.0,Center(C),2015-10-28,MIN,11901
Jump Shot,33.9153,218,129,-118.0518,7,1,1,2010-11,13,25,0.0,Right Side Center(RC),2011-04-28,NOH,9560
Jump Shot,33.9003,-16,144,-118.2858,4,3,1,2000-01,14,14,0.0,Center(C),2001-05-21,SAS,3669
Layup Shot,34.0443,0,0,-118.2698,2,4,0,2002-03,13,0,0.0,Center(C),2003-02-14,SAS,11353
Turnaround Fadeaway shot,33.9693,17,75,-118.2528,2,2,0,2015-16,8,7,0.0,Center(C),2015-11-13,DAL,21631
Jump Shot,33.9093,42,135,-118.2278,2,3,0,2014-15,18,14,0.0,Center(C),2014-11-09,CHA,4346
Jump Shot,33.7923,-75,252,-118.3448,2,3,0,2003-04,56,26,,Center(C),2003-12-07,UTA,27090
Reverse Layup Shot,34.0443,0,0,-118.2698,9,2,1,2003-04,19,0,1.0,Center(C),2004-05-21,MIN,2645
Running Jump Shot,33.9593,-121,85,-118.3908,4,1,1,1997-98,20,14,,Left Side(L),1998-04-24,POR,28942
Jump Shot,33.9863,-40,58,-118.3098,6,2,0,2008-09,46,7,1.0,Center(C),2008-11-28,DAL,30442
Fadeaway Jump Shot,33.9933,140,51,-118.1298,11,4,0,2006-07,17,14,0.0,Right Side(R),2007-01-20,NOP,1870
Slam Dunk Shot,34.0443,0,0,-118.2698,0,3,0,2002-03,44,0,1.0,Center(C),2003-03-26,HOU,11332
Jump Shot,33.9473,-67,97,-118.3368,5,4,1,2010-11,15,11,0.0,Left Side(L),2011-04-17,NOH,19806
Turnaround Jump Shot,33.9173,110,127,-118.1598,4,1,0,2006-07,3,16,0.0,Right Side Center(RC),2006-12-12,HOU,29917
Driving Layup Shot,34.0443,0,0,-118.2698,5,4,1,2000-01,59,0,1.0,Center(C),2001-05-08,SAC,961
Jump Shot,33.8373,-135,207,-118.4048,2,1,0,2007-08,51,24,,Left Side Center(LC),2007-11-20,IND,985
Driving Layup Shot,34.0443,0,0,-118.2698,3,2,1,2009-10,5,0,,Center(C),2010-04-22,OKC,15300
Jump Shot,34.0343,136,10,-118.1338,10,3,0,1998-99,33,13,,Right Side(R),1999-03-14,SAC,12523
Driving Layup Shot,34.0443,0,0,-118.2698,11,2,0,2007-08,48,0,1.0,Center(C),2008-02-23,LAC,24188
Driving Layup Shot,34.0443,0,0,-118.2698,0,4,0,2007-08,5,0,1.0,Center(C),2008-02-29,POR,6242
Jump Shot,33.9003,43,144,-118.2268,3,3,1,2001-02,35,15,0.0,Center(C),2002-05-31,SAC,28199
Jump Shot,33.9133,141,131,-118.1288,3,2,0,2009-10,3,19,1.0,Right Side Center(RC),2009-12-28,PHX,24840
Jump Shot,33.8843,-68,160,-118.3378,10,1,0,2014-15,1,17,1.0,Left Side Center(LC),2014-10-29,PHX,17534
Jump Shot,33.8173,115,227,-118.1548,10,4,1,2006-07,28,25,1.0,Right Side Center(RC),2007-04-26,PHX,27848
Jump Shot,33.7793,-31,265,-118.3008,0,5,0,1997-98,6,26,,Center(C),1998-02-13,SEA,29528
Jump Shot,33.9103,203,134,-118.0668,0,3,1,1997-98,0,24,0.0,Right Side Center(RC),1998-05-16,UTA,26762
Jump Shot,33.8733,-155,171,-118.4248,3,4,0,1996-97,7,23,,Left Side Center(LC),1997-01-29,SAS,28037
Jump Shot,33.9833,226,61,-118.0438,4,4,0,2009-10,56,23,,Right Side(R),2010-02-01,MEM,21822
Layup Shot,34.0373,-2,7,-118.2718,5,4,0,2012-13,45,0,1.0,Center(C),2013-03-28,MIL,29013
Jump Shot,33.9143,228,130,-118.0418,4,2,1,2005-06,49,26,0.0,Right Side Center(RC),2006-05-06,PHX,9085
Layup Shot,34.0253,-27,19,-118.2968,3,3,0,2010-11,38,3,0.0,Center(C),2010-12-07,WAS,24733
Layup Shot,34.0443,0,0,-118.2698,6,3,1,2009-10,59,0,,Center(C),2010-04-18,OKC,21653
Jump Shot,33.8193,151,225,-118.1188,3,2,0,2002-03,3,27,0.0,Right Side Center(RC),2003-02-16,NYK,6423
Tip Shot,34.0443,0,0,-118.2698,0,4,1,2001-02,2,0,0.0,Center(C),2002-06-02,SAC,7503
Jump Shot,33.8963,-117,148,-118.3868,2,4,0,2004-05,43,18,,Left Side Center(LC),2004-12-25,MIA,17186
Jump Shot,33.8853,-30,159,-118.2998,9,1,0,2014-15,26,16,0.0,Center(C),2014-12-21,SAC,4388
Turnaround Jump Shot,33.8503,-84,194,-118.3538,0,4,0,2005-06,0,21,,Left Side Center(LC),2006-02-26,BOS,18393
Jump Shot,33.7723,50,272,-118.2198,10,3,1,2008-09,8,27,1.0,Center(C),2009-05-17,HOU,12873
Jump Shot,33.8193,103,225,-118.1668,11,3,0,2010-11,4,24,1.0,Right Side Center(RC),2011-01-09,NYK,30523
Layup Shot,34.0443,0,0,-118.2698,4,4,0,2005-06,24,0,0.0,Center(C),2005-11-09,MIN,2982
Jump Shot,34.0493,-143,-5,-118.4128,4,1,0,1997-98,15,14,0.0,Left Side(L),1998-01-30,MIN,3203
Floating Jump shot,33.9363,15,108,-118.2548,10,3,0,2010-11,11,10,0.0,Center(C),2011-04-03,DEN,24139
Jump Shot,33.9593,-188,85,-118.4578,10,1,0,2010-11,24,20,1.0,Left Side(L),2011-03-27,NOH,14079
Jump Shot,33.9663,203,78,-118.0668,6,3,0,2012-13,9,21,0.0,Right Side(R),2013-01-30,PHX,11389
Dunk Shot,34.0443,0,0,-118.2698,9,4,0,1997-98,2,0,0.0,Center(C),1998-01-30,MIN,9277
Driving Dunk Shot,34.0443,4,0,-118.2658,5,4,0,2012-13,21,0,1.0,Center(C),2013-01-25,UTA,29385
Tip Shot,34.0443,0,0,-118.2698,3,1,0,1999-00,2,0,0.0,Center(C),2000-01-19,CLE,24795
Jump Shot,33.9433,47,101,-118.2228,10,3,0,2001-02,14,11,1.0,Center(C),2002-01-02,DEN,1260
Layup Shot,34.0443,0,0,-118.2698,5,2,1,2000-01,13,0,0.0,Center(C),2001-04-29,POR,10982
Jump Shot,33.9163,-119,128,-118.3888,6,3,1,1998-99,33,17,0.0,Left Side Center(LC),1999-05-22,SAS,9385
Jump Shot,34.0413,115,3,-118.1548,4,2,0,2005-06,19,11,0.0,Right Side(R),2006-02-24,LAC,26347
Jump Shot,33.8393,-184,205,-118.4538,0,1,0,2015-16,40,27,1.0,Left Side Center(LC),2016-04-10,HOU,5730
Turnaround Fadeaway shot,33.9433,-65,101,-118.3348,1,2,0,2014-15,54,12,,Left Side(L),2014-12-19,OKC,6463
Turnaround Fadeaway shot,33.9283,-29,116,-118.2988,2,1,0,2010-11,15,11,1.0,Center(C),2010-11-14,PHX,11626
Turnaround Jump Shot,33.9353,-140,109,-118.4098,11,1,0,2004-05,44,17,1.0,Left Side Center(LC),2004-11-28,NOP,12535
Driving Layup Shot,34.0443,0,0,-118.2698,4,2,1,2008-09,48,0,1.0,Center(C),2009-05-23,DEN,27403
Jump Shot,34.0493,115,-5,-118.1548,8,4,0,1998-99,40,11,,Right Side(R),1999-02-19,SAS,13272
Fadeaway Jump Shot,33.8853,-56,159,-118.3258,5,3,0,2015-16,21,16,1.0,Left Side Center(LC),2016-02-21,CHI,28731
Turnaround Jump Shot,34.0283,68,16,-118.2018,10,1,0,2015-16,10,6,,Center(C),2015-11-22,POR,12690
Jump Shot,34.0443,0,0,-118.2698,2,1,0,2003-04,1,0,1.0,Center(C),2004-04-13,GSW,12688
Jump Shot,33.8803,-126,164,-118.3958,3,3,0,1997-98,18,20,0.0,Left Side Center(LC),1997-12-26,LAC,24447
Jump Shot,33.9103,213,134,-118.0568,4,3,0,2015-16,6,25,1.0,Right Side Center(RC),2016-02-06,SAS,5195
Jump Shot,33.9763,-58,68,-118.3278,9,4,0,2000-01,42,8,1.0,Left Side(L),2000-12-01,SAS,4058
Jump Shot,33.9293,167,115,-118.1028,10,2,0,2006-07,26,20,0.0,Right Side(R),2007-02-26,UTA,19372
Jump Shot,33.8473,-168,197,-118.4378,0,4,0,2005-06,5,25,0.0,Left Side Center(LC),2005-11-11,PHI,8747
Jump Shot,33.9813,89,63,-118.1808,0,2,0,2002-03,49,10,1.0,Right Side(R),2003-01-04,PHX,10824
Jump Shot,33.9833,-131,61,-118.4008,3,1,0,2007-08,32,14,0.0,Left Side(L),2007-12-09,GSW,25646
Fadeaway Jump Shot,34.0263,69,18,-118.2008,4,2,0,2005-06,10,7,0.0,Center(C),2005-11-29,SAS,24291
Jump Shot,33.9763,-169,68,-118.4388,7,1,0,2005-06,16,18,,Left Side(L),2005-12-14,MEM,8666
Fadeaway Jump Shot,33.9983,94,46,-118.1758,1,4,0,2007-08,58,10,0.0,Right Side(R),2008-01-14,SEA,18069
Driving Dunk Shot,34.0443,0,0,-118.2698,0,1,0,2007-08,41,0,1.0,Center(C),2008-02-01,TOR,28565
Fadeaway Jump Shot,33.9583,-125,86,-118.3948,6,1,0,2012-13,37,15,0.0,Left Side(L),2013-03-25,GSW,18290
Jump Shot,33.8533,11,191,-118.2588,2,2,0,2007-08,54,19,0.0,Center(C),2008-01-08,MEM,11130
Jump Shot,33.9143,-156,130,-118.4258,4,1,0,2002-03,8,20,1.0,Left Side Center(LC),2003-03-14,MIN,25327
Jump Shot,33.9683,39,76,-118.2308,7,1,0,2005-06,57,8,0.0,Center(C),2005-12-26,WAS,17345
Driving Layup Shot,34.0443,0,0,-118.2698,4,4,1,1997-98,48,0,1.0,Center(C),1998-04-30,POR,14654
Jump Shot,33.9813,72,63,-118.1978,10,4,0,2002-03,14,9,0.0,Right Side(R),2003-03-20,SAC,15103
Layup Shot,34.0243,6,20,-118.2638,4,1,0,2010-11,32,2,1.0,Center(C),2010-11-28,IND,19321
Jump Shot,33.8843,94,160,-118.1758,8,3,0,2000-01,50,18,0.0,Right Side Center(RC),2000-12-25,POR,1430
Jump Shot,33.8953,-95,149,-118.3648,6,2,0,2011-12,43,17,0.0,Left Side Center(LC),2011-12-27,UTA,26469
Jump Shot,33.8863,-145,158,-118.4148,6,2,0,2003-04,12,21,,Left Side Center(LC),2003-11-04,MIL,27911
Jump Shot,34.0313,163,13,-118.1068,4,3,0,2005-06,7,16,0.0,Right Side(R),2006-01-22,TOR,14230
Jump Shot,33.9043,-59,140,-118.3288,11,4,0,2007-08,8,15,0.0,Center(C),2008-01-21,DEN,15556
Dunk Shot,34.0443,0,0,-118.2698,2,3,0,1998-99,43,0,,Center(C),1999-03-21,ORL,3503
Layup Shot,34.0443,0,0,-118.2698,2,2,0,2001-02,15,0,1.0,Center(C),2002-03-27,PHX,5515
Jump Shot,33.8803,66,164,-118.2038,6,3,0,2006-07,45,17,1.0,Right Side Center(RC),2007-04-03,DEN,26045
Jump Shot,34.0173,-119,27,-118.3888,4,2,0,1999-00,2,12,0.0,Left Side(L),2000-03-24,PHX,18509
Jump Shot,33.8783,-106,166,-118.3758,5,1,0,1999-00,14,19,0.0,Left Side Center(LC),2000-01-07,CHA,28515
Jump Shot,33.8393,-147,205,-118.4168,0,3,0,2012-13,32,25,0.0,Left Side Center(LC),2012-11-27,IND,1564
Turnaround Fadeaway shot,33.9203,119,124,-118.1508,1,4,0,2008-09,40,17,1.0,Right Side Center(RC),2009-01-27,CHA,21815
Jump Shot,33.8943,-215,150,-118.4848,1,4,0,2006-07,13,26,0.0,Left Side Center(LC),2006-11-08,POR,24929
Jump Shot,33.8583,177,186,-118.0928,5,4,0,2006-07,54,25,0.0,Right Side Center(RC),2006-12-25,MIA,29518
Jump Shot,33.7833,-141,261,-118.4108,2,4,0,1999-00,57,29,0.0,Left Side Center(LC),1999-12-01,GSW,4401
Layup Shot,34.0443,0,0,-118.2698,4,2,0,2005-06,48,0,0.0,Center(C),2005-11-02,DEN,14852
Jump Shot,33.8993,-62,145,-118.3318,3,2,0,2008-09,2,15,0.0,Center(C),2008-11-14,DET,7744
Jump Shot,33.8663,-31,178,-118.3008,7,3,0,2004-05,14,18,0.0,Center(C),2004-12-12,ORL,18743
Layup Shot,34.0443,0,0,-118.2698,3,4,0,2001-02,41,0,0.0,Center(C),2001-11-18,SAC,7091
Layup Shot,34.0303,0,14,-118.2698,9,3,1,2011-12,40,1,1.0,Center(C),2012-05-12,DEN,7677
Slam Dunk Shot,34.0443,0,0,-118.2698,11,2,0,1997-98,36,0,1.0,Center(C),1997-11-23,LAC,12891
Jump Shot,33.8893,141,155,-118.1288,2,4,0,2005-06,53,20,,Right Side Center(RC),2006-03-31,SEA,24196
Finger Roll Layup Shot,34.0333,0,11,-118.2698,11,1,1,2011-12,12,1,0.0,Center(C),2012-05-16,OKC,28142
Jump Bank Shot,34.0033,57,41,-118.2128,6,3,0,2004-05,56,7,1.0,Center(C),2005-03-27,PHI,1612
Pullup Jump shot,33.8603,-60,184,-118.3298,9,4,0,2012-13,53,19,1.0,Left Side Center(LC),2013-04-02,DAL,14938
Jump Shot,33.7873,1,257,-118.2688,0,1,1,2000-01,2,25,0.0,Center(C),2001-06-13,PHI,28309
Jump Shot,33.8713,-32,173,-118.3018,10,1,0,2014-15,5,17,1.0,Center(C),2014-11-23,DEN,8762
Jump Shot,33.9163,190,128,-118.0798,6,1,0,2005-06,10,22,,Right Side(R),2005-11-02,DEN,3911
Jump Shot,33.8553,-54,189,-118.3238,1,1,0,2010-11,34,19,,Center(C),2011-01-04,DET,24669
Jump Shot,33.8263,135,218,-118.1348,8,3,0,2015-16,28,25,0.0,Right Side Center(RC),2016-02-22,MIL,9947
Jump Shot,33.8453,154,199,-118.1158,9,4,0,2006-07,10,25,0.0,Right Side Center(RC),2006-12-12,HOU,22478
Jump Shot,34.0043,-111,40,-118.3808,10,1,0,2000-01,48,11,0.0,Left Side(L),2001-04-10,PHX,18387
Jump Shot,33.7813,-18,263,-118.2878,0,1,0,2002-03,0,26,,Center(C),2003-03-28,WAS,13535
Jump Shot,33.7773,33,267,-118.2368,11,2,0,1997-98,15,26,0.0,Center(C),1997-11-07,NYK,17127
Layup Shot,34.0443,0,0,-118.2698,4,2,0,2006-07,8,0,0.0,Center(C),2006-11-03,SEA,20583
Jump Shot,33.9893,-161,55,-118.4308,1,4,0,2008-09,36,17,0.0,Left Side(L),2009-02-04,TOR,23208
Layup Shot,34.0363,16,8,-118.2538,5,2,0,2003-04,22,1,1.0,Center(C),2003-11-06,SAS,15349
Jump Shot,33.8373,-16,207,-118.2858,3,3,0,2006-07,6,20,0.0,Center(C),2007-03-06,MIN,1515
Jump Shot,33.8333,-100,211,-118.3698,7,1,0,2009-10,43,23,1.0,Left Side Center(LC),2010-01-27,IND,10232
Jump Shot,33.8023,69,242,-118.2008,1,4,1,2007-08,15,25,0.0,Center(C),2008-06-15,BOS,9091
Driving Layup Shot,34.0443,0,0,-118.2698,11,4,0,1999-00,6,0,,Center(C),2000-02-27,HOU,4011
Jump Shot,34.0633,-136,-19,-118.4058,10,3,0,2000-01,7,13,0.0,Left Side(L),2000-12-25,POR,13686
Turnaround Finger Roll Shot,34.0443,0,0,-118.2698,9,1,0,2003-04,45,0,1.0,Center(C),2004-02-26,SAC,140
Jump Shot,33.8733,-8,171,-118.2778,0,1,0,2001-02,40,17,1.0,Center(C),2001-11-23,GSW,30227
Jump Shot,33.8943,-122,150,-118.3918,2,2,0,2002-03,16,19,0.0,Left Side Center(LC),2003-04-03,DAL,14531
Jump Shot,33.8803,-115,164,-118.3848,5,2,0,2006-07,45,20,0.0,Left Side Center(LC),2007-04-12,LAC,10918
Jump Shot,33.7763,72,268,-118.1978,2,4,0,2013-14,39,27,1.0,Center(C),2013-12-17,MEM,24787
Jump Shot,33.9833,149,61,-118.1208,10,2,0,1999-00,16,16,0.0,Right Side(R),2000-02-15,CHI,20432
Turnaround Jump Shot,34.0293,-191,15,-118.4608,0,4,0,2001-02,31,19,1.0,Left Side(L),2001-12-25,PHI,20599
Jump Shot,34.0443,79,0,-118.1908,3,3,1,2001-02,43,7,1.0,Center(C),2002-04-28,POR,2255
Finger Roll Shot,34.0443,0,0,-118.2698,8,4,0,2001-02,8,0,1.0,Center(C),2001-12-20,HOU,9846
Running Jump Shot,33.9893,-86,55,-118.3558,5,2,0,2000-01,47,10,,Left Side(L),2000-11-28,IND,26485
Turnaround Jump Shot,33.9883,50,56,-118.2198,4,3,0,2015-16,4,7,0.0,Center(C),2015-12-09,MIN,27610
Layup Shot,34.0443,0,0,-118.2698,5,1,0,2001-02,10,0,0.0,Center(C),2002-02-27,MIN,30145
Layup Shot,34.0443,0,0,-118.2698,7,4,0,2004-05,41,0,0.0,Center(C),2005-03-06,IND,20280
Jump Shot,33.8773,-4,167,-118.2738,4,1,0,2000-01,37,16,1.0,Center(C),2000-12-06,GSW,8650
Running Jump Shot,34.0063,-48,38,-118.3178,8,2,1,2005-06,41,6,0.0,Center(C),2006-05-04,PHX,13484
Driving Layup Shot,34.0443,0,0,-118.2698,2,2,0,1998-99,37,0,,Center(C),1999-04-19,VAN,26221
Jump Shot,33.8993,-62,145,-118.3318,2,1,0,2009-10,54,15,0.0,Center(C),2009-12-16,MIL,20052
Jump Shot,33.9983,123,46,-118.1468,3,2,0,2002-03,29,13,0.0,Right Side(R),2003-03-31,MEM,19792
Layup Shot,34.0443,0,0,-118.2698,6,4,0,1998-99,52,0,1.0,Center(C),1999-04-13,POR,3419
Running Jump Shot,33.9143,29,130,-118.2408,1,1,1,1997-98,4,13,1.0,Center(C),1998-05-22,UTA,5688
Jump Shot,34.0503,144,-6,-118.1258,1,3,0,2001-02,48,14,0.0,Right Side(R),2001-11-15,HOU,28157
Jump Shot,33.8293,-123,215,-118.3928,4,1,0,2004-05,13,24,0.0,Left Side Center(LC),2005-02-22,BOS,14332
Jump Shot,33.7913,-29,253,-118.2988,0,3,0,2005-06,4,25,1.0,Center(C),2005-12-20,DAL,19682
Jump Shot,33.9573,-2,87,-118.2718,2,1,0,2006-07,29,8,1.0,Center(C),2006-11-07,MIN,24894
Jump Shot,34.0063,78,38,-118.1918,0,1,0,1999-00,37,8,0.0,Right Side(R),2000-03-01,VAN,24788
Jump Shot,33.8113,117,233,-118.1528,5,4,0,2005-06,30,26,1.0,Right Side Center(RC),2006-01-22,TOR,28128
Driving Layup Shot,34.0443,0,0,-118.2698,8,3,0,2008-09,26,0,,Center(C),2008-12-10,PHX,4825
Jump Shot,34.0553,230,-11,-118.0398,2,4,0,2012-13,54,23,0.0,Right Side(R),2012-12-25,NYK,3687
Jump Shot,33.7833,-45,261,-118.3148,3,3,0,2009-10,56,26,1.0,Center(C),2010-01-01,SAC,13590
Running Jump Shot,33.9763,7,68,-118.2628,4,1,0,2001-02,59,6,1.0,Center(C),2002-03-10,NYK,13292
Jump Shot,33.9663,-222,78,-118.4918,10,4,1,1997-98,44,23,,Left Side(L),1998-04-28,POR,28651
Jump Shot,33.9203,137,124,-118.1328,8,1,0,2015-16,31,18,0.0,Right Side Center(RC),2015-10-28,MIN,27384
Jump Shot,33.9153,-138,129,-118.4078,10,2,1,2001-02,41,18,,Left Side Center(LC),2002-05-10,SAS,2291
Jump Shot,33.9173,-92,127,-118.3618,5,2,0,2000-01,48,15,0.0,Left Side(L),2000-12-05,PHI,4473
Fadeaway Jump Shot,33.8743,73,170,-118.1968,4,3,0,2012-13,7,18,1.0,Right Side Center(RC),2012-12-13,NYK,5479
Jump Bank Shot,33.9933,-118,51,-118.3878,1,1,0,2003-04,34,12,0.0,Left Side(L),2004-02-20,PHI,16287
Jump Shot,33.9833,153,61,-118.1168,2,2,0,2006-07,31,16,0.0,Right Side(R),2007-02-02,IND,11864
Turnaround Jump Shot,33.8633,87,181,-118.1828,6,3,0,2003-04,1,20,1.0,Right Side Center(RC),2003-11-23,MEM,22780
Turnaround Fadeaway shot,34.0363,135,8,-118.1348,4,2,0,2015-16,41,13,0.0,Right Side(R),2016-01-12,NOP,19497
Fadeaway Jump Shot,33.9623,-148,82,-118.4178,0,2,0,2006-07,56,16,1.0,Left Side(L),2007-03-16,POR,27982
Driving Layup Shot,34.0443,0,0,-118.2698,8,3,1,2008-09,27,0,1.0,Center(C),2009-05-10,HOU,14947
Jump Shot,33.9253,-160,119,-118.4298,8,4,0,2009-10,40,19,0.0,Left Side Center(LC),2010-04-04,SAS,4154
Turnaround Fadeaway shot,34.0473,-136,-3,-118.4058,2,4,0,2011-12,15,13,0.0,Left Side(L),2012-03-20,HOU,22880
Running Jump Shot,34.0043,-66,40,-118.3358,9,2,1,2002-03,52,7,1.0,Center(C),2003-04-20,MIN,23519
Jump Shot,33.8603,176,184,-118.0938,8,2,0,2002-03,51,25,0.0,Right Side Center(RC),2003-04-16,GSW,209
Jump Shot,33.8723,-122,172,-118.3918,10,1,0,2011-12,21,21,0.0,Left Side Center(LC),2012-01-10,PHX,30309
Jump Shot,33.9963,57,48,-118.2128,0,1,0,2002-03,12,7,0.0,Center(C),2003-01-17,HOU,30509
Driving Layup Shot,34.0323,-1,12,-118.2708,10,1,0,1999-00,30,1,1.0,Center(C),1999-12-20,BOS,12796
Pullup Jump shot,33.8513,151,193,-118.1188,6,1,0,2015-16,35,24,0.0,Right Side Center(RC),2016-01-12,NOP,29822
Jump Shot,33.9503,-192,94,-118.4618,11,3,0,2004-05,14,21,0.0,Left Side(L),2005-03-31,MIN,15715
Layup Shot,34.0443,0,0,-118.2698,4,4,0,2003-04,46,0,0.0,Center(C),2004-02-26,SAC,2606
Jump Shot,33.7983,10,246,-118.2598,0,4,1,1999-00,32,24,0.0,Center(C),2000-05-02,SAC,14827
Layup Shot,34.0443,0,0,-118.2698,8,4,0,2002-03,19,0,0.0,Center(C),2003-01-29,PHX,2588
Jump Shot,34.0433,242,1,-118.0278,2,2,0,2009-10,23,24,0.0,Right Side(R),2010-01-03,DAL,14122
Driving Finger Roll Shot,34.0443,0,0,-118.2698,2,1,1,2002-03,18,0,1.0,Center(C),2003-05-09,SAS,14065
Driving Layup Shot,34.0443,0,0,-118.2698,7,3,0,1998-99,8,0,,Center(C),1999-04-11,SEA,28728
Jump Shot,33.8243,-125,220,-118.3948,3,2,0,2014-15,59,25,0.0,Left Side Center(LC),2014-12-28,PHX,27247
Jump Shot,33.9703,-160,74,-118.4298,3,3,1,1997-98,4,17,0.0,Left Side(L),1998-05-18,UTA,24898
Jump Shot,34.0003,1,44,-118.2688,5,3,0,1998-99,0,4,0.0,Center(C),1999-02-23,VAN,14427
Layup Shot,34.0443,0,0,-118.2698,0,2,0,2002-03,18,0,0.0,Center(C),2002-12-25,SAC,24439
Fadeaway Jump Shot,33.9223,167,122,-118.1028,10,1,0,2005-06,11,20,0.0,Right Side Center(RC),2005-12-01,UTA,25242
Jump Shot,33.8613,-199,183,-118.4688,1,1,0,2005-06,23,27,1.0,Left Side Center(LC),2006-03-08,NOP,13906
Driving Layup Shot,34.0273,17,17,-118.2528,7,1,0,2012-13,7,2,1.0,Center(C),2012-10-30,DAL,24683
Jump Shot,33.9143,34,130,-118.2358,4,3,0,2006-07,42,13,1.0,Center(C),2007-01-28,SAS,2871
Driving Dunk Shot,34.0443,0,0,-118.2698,0,2,0,2008-09,43,0,1.0,Center(C),2008-11-30,TOR,14588
Jump Shot,34.0453,-128,-1,-118.3978,5,3,0,1998-99,54,12,,Left Side(L),1999-04-11,SEA,8345
Jump Shot,33.8743,88,170,-118.1818,10,3,0,2010-11,51,19,0.0,Right Side Center(RC),2011-04-01,UTA,5764
Jump Shot,33.8993,201,145,-118.0688,0,1,0,2012-13,37,24,0.0,Right Side Center(RC),2012-12-04,HOU,19987
Jump Shot,33.9113,142,133,-118.1278,5,3,1,2001-02,5,19,0.0,Right Side Center(RC),2002-05-24,SAC,10799
Jump Bank Shot,34.0043,69,40,-118.2008,5,3,0,2004-05,11,7,1.0,Center(C),2004-11-17,LAC,13022
Layup Shot,34.0433,23,1,-118.2468,5,4,0,2012-13,2,2,1.0,Center(C),2012-10-31,POR,14628
Pullup Jump shot,33.9443,60,100,-118.2098,7,2,0,2015-16,32,11,1.0,Right Side(R),2015-11-28,POR,21542
Jump Shot,34.0333,50,11,-118.2198,4,3,0,2012-13,17,5,0.0,Center(C),2012-12-02,ORL,6351
Jump Shot,33.8813,158,163,-118.1118,8,4,0,2003-04,53,22,0.0,Right Side Center(RC),2004-04-14,POR,2906
Jump Shot,33.8813,7,163,-118.2628,6,1,1,2001-02,40,16,1.0,Center(C),2002-05-07,SAS,9621
Jump Shot,34.0483,-206,-4,-118.4758,6,1,0,2000-01,15,20,1.0,Left Side(L),2000-12-17,TOR,2703
Slam Dunk Shot,34.0443,0,0,-118.2698,10,1,0,2002-03,52,0,1.0,Center(C),2002-12-13,NOH,6718
Jump Shot,33.8473,136,197,-118.1338,4,2,0,2007-08,34,23,1.0,Right Side Center(RC),2008-03-26,CHA,24697
Jump Shot,33.8843,-48,160,-118.3178,1,4,0,2005-06,2,16,0.0,Center(C),2006-03-31,SEA,15818
Alley Oop Dunk Shot,34.0443,0,0,-118.2698,2,3,0,2000-01,57,0,1.0,Center(C),2001-02-04,SAC,2352
Running Jump Shot,33.9283,26,116,-118.2438,5,2,0,2000-01,41,11,1.0,Center(C),2001-01-21,MIA,12966
Running Jump Shot,34.0443,0,0,-118.2698,9,4,0,2000-01,28,0,1.0,Center(C),2001-03-21,MIL,19510
Jump Shot,33.8863,133,158,-118.1368,10,1,0,2004-05,49,20,0.0,Right Side Center(RC),2005-03-22,UTA,27926
Driving Layup Shot,34.0443,0,0,-118.2698,0,1,0,1997-98,5,0,,Center(C),1998-01-04,PHI,13679
Driving Layup Shot,34.0443,0,0,-118.2698,0,2,0,2005-06,17,0,1.0,Center(C),2006-01-22,TOR,12710
Jump Shot,33.8663,-179,178,-118.4488,5,4,0,2012-13,5,25,0.0,Left Side Center(LC),2012-11-27,IND,1752
Layup Shot,34.0443,0,0,-118.2698,1,2,0,1997-98,36,0,0.0,Center(C),1998-04-08,VAN,2300
Layup Shot,34.0443,0,0,-118.2698,9,4,0,2004-05,32,0,,Center(C),2004-11-07,ATL,8049
Jump Shot,34.0653,109,-21,-118.1608,7,1,0,2015-16,5,11,1.0,Right Side(R),2015-12-07,TOR,5776
Jump Shot,33.8733,75,171,-118.1948,11,4,1,2002-03,0,18,0.0,Right Side Center(RC),2003-05-05,SAS,16952
